# This file lists stock audio equalizer packages and files.

# Format: package|filename|friendlyname
#   package:        used for querying package manager to find apk location
#   filename:       used for searching in root, will replace every file with this name
#   friendlyname:   what will be shown to the user during install
# found files will be replaced with an empty file

org.lineageos.audiofx|AudioFX.apk|LineageOS AudioFX
org.lineageos.dap|SamsungDAP.apk|Dolby Atmos
